Issue Type,Category,Course Name,Assignee,Assignee Id,Status,Created,Updated
I've got a problem!,I'm having an issue with my certificate,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/11/2024 17:29,6/18/2024 1:06
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/12/2024 10:49,6/19/2024 1:05
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/12/2024 17:55,7/1/2024 1:01
I've got a problem!,I'm having an issue with my certificate,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/12/2024 21:56,6/19/2024 1:05
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/13/2024 11:30,6/20/2024 1:05
I've got a problem!,My Issue isn't listed here,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/13/2024 12:26,7/31/2024 8:23
I've got a problem!,I have an inquiry about the DHIS2 Academy,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/13/2024 13:39,6/30/2024 6:00
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/13/2024 13:54,6/20/2024 1:05
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/13/2024 13:59,7/14/2024 6:00
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/13/2024 14:06,6/25/2024 6:03
I've got a problem!,I'm having an issue with my certificate,Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/13/2024 15:32,7/26/2024 10:57
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/13/2024 17:51,7/14/2024 6:00
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/13/2024 23:44,6/25/2024 6:03
I've got a problem!,My Issue isn't listed here,DHIS2 Events Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/14/2024 1:14,7/22/2024 11:18
I've got a problem!,I can't login to Trainingland,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/14/2024 1:23,7/14/2024 1:02
I've got a problem!,I'm having an issue with my certificate,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/14/2024 5:03,6/25/2024 6:03
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Data Quality Level 2 Academy,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/15/2024 7:28,7/22/2024 11:20
I've got a problem!,My Issue isn't listed here,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/16/2024 9:20,7/13/2024 1:01
I've got a problem!,I'm having an issue in Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/17/2024 11:48,6/25/2024 6:03
I've got a problem!,I can't enroll on a course,Introduction Ã  DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/17/2024 15:57,7/25/2024 10:38
I've got a problem!,My Issue isn't listed here,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/18/2024 10:54,7/14/2024 6:00
I've got a problem!,My Issue isn't listed here,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/18/2024 13:50,6/28/2024 10:35
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Aggregate Data Capture and Validation Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/18/2024 18:38,7/25/2024 10:38
I've got a problem!,I need my Trainingland Account to be created,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/19/2024 5:12,6/25/2024 1:01
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/19/2024 10:36,7/2/2024 6:02
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/19/2024 10:52,7/26/2024 1:34
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Data Quality Level 2 Academy,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/19/2024 10:57,7/14/2024 6:00
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/19/2024 16:54,7/1/2024 6:03
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/20/2024 12:28,6/27/2024 1:01
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/20/2024 12:33,6/27/2024 1:01
I've got a problem!,I can't login to Trainingland,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/20/2024 12:59,6/26/2024 6:00
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/20/2024 17:19,7/25/2024 10:38
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/20/2024 19:28,7/26/2024 9:58
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/22/2024 1:37,7/1/2024 6:03
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/22/2024 1:43,7/23/2024 10:23
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/22/2024 13:36,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/22/2024 21:18,6/30/2024 19:41
I've got a problem!,My Issue isn't listed here,Aggregate Data Capture and Validation Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/23/2024 6:54,7/22/2024 11:36
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/23/2024 18:36,6/30/2024 1:03
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/24/2024 11:13,6/27/2024 10:29
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,6/24/2024 15:18,7/22/2024 11:38
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/24/2024 23:13,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/25/2024 14:02,7/10/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/25/2024 18:06,7/2/2024 6:02
I've got a problem!,I'm having an issue with my certificate,Data Quality Level 2 Academy,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/26/2024 0:05,7/10/2024 6:00
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/26/2024 8:42,7/5/2024 6:02
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/26/2024 11:13,7/29/2024 1:03
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/26/2024 13:11,7/5/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/26/2024 15:33,7/10/2024 6:00
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/27/2024 3:20,6/28/2024 19:37
I've got a problem!,I can't enroll on a course,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/27/2024 9:21,7/10/2024 6:00
I've got a problem!,I'm having an issue with a particular question or module in a course,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/27/2024 10:37,7/5/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/27/2024 10:57,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Les fondamentaux de DHIS2 ÃvÃ©nements,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/27/2024 11:41,7/5/2024 6:02
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/27/2024 12:33,7/10/2024 6:00
I've got a problem!,I can't enroll on a course,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/27/2024 14:04,7/25/2024 9:23
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/28/2024 0:41,7/10/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/28/2024 0:55,7/7/2024 6:01
I've got a problem!,I'm having an issue with a particular question or module in a course,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/28/2024 1:05,7/30/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/28/2024 11:32,7/2/2024 9:44
I've got a problem!,"The ""Grade me!"" button isn't working",Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/28/2024 13:17,7/10/2024 6:00
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/28/2024 15:26,7/2/2024 9:44
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/28/2024 15:36,7/10/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/29/2024 3:32,7/7/2024 6:01
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/29/2024 20:47,7/7/2024 21:18
I've got a problem!,I need my Trainingland Account to be created,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/30/2024 1:26,7/3/2024 15:34
I've got a problem!,I'm having an issue with my certificate,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/30/2024 8:24,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/30/2024 9:32,7/7/2024 6:01
I've got a problem!,I'm having an issue with my certificate,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/30/2024 12:18,7/9/2024 6:02
I've got a problem!,"The ""Grade me!"" button isn't working",Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,6/30/2024 15:29,6/30/2024 19:27
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,6/30/2024 21:52,7/8/2024 18:32
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/1/2024 13:13,7/8/2024 6:00
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/1/2024 15:14,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/1/2024 16:08,7/8/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/1/2024 18:15,7/9/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/2/2024 11:14,7/10/2024 19:18
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/2/2024 11:23,7/4/2024 14:40
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/2/2024 12:35,7/4/2024 10:36
I've got a problem!,I can't enroll on a course,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/2/2024 12:42,7/9/2024 6:02
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/2/2024 13:15,7/9/2024 6:02
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/2/2024 13:17,7/9/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/2/2024 13:35,7/3/2024 12:13
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/2/2024 13:35,7/9/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/2/2024 13:50,7/9/2024 6:02
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 9:27,7/10/2024 6:00
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/3/2024 11:02,7/10/2024 6:00
I've got a problem!,I'm having an issue in Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 11:59,7/10/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/3/2024 14:45,7/4/2024 10:48
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 14:48,7/10/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/3/2024 14:54,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 15:04,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/3/2024 15:37,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 15:44,7/10/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/3/2024 16:52,7/14/2024 6:00
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/3/2024 17:10,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/4/2024 12:39,7/14/2024 6:00
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/4/2024 12:56,7/10/2024 6:00
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/5/2024 8:20,7/9/2024 10:41
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/5/2024 11:38,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/5/2024 11:52,7/14/2024 6:00
I've got a problem!,I need my Trainingland Account to be created,Les fondamentaux de DHIS2 ÃvÃ©nements,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/5/2024 12:25,7/30/2024 6:02
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/5/2024 13:08,7/14/2024 6:00
I've got a problem!,I can't enroll on a course,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/5/2024 13:32,7/30/2024 6:02
I've got a problem!,I'm having an issue with my certificate,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/5/2024 14:03,7/8/2024 10:17
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/5/2024 15:13,7/30/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Les fondamentaux de DHIS2 ÃvÃ©nements,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/5/2024 16:08,7/8/2024 10:20
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/5/2024 17:26,7/31/2024 1:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/6/2024 10:09,7/14/2024 6:00
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/6/2024 11:37,7/30/2024 6:02
I've got a problem!,I'm having an issue with a particular question or module in a course,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/6/2024 11:57,7/14/2024 6:00
I've got a problem!,My Issue isn't listed here,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/6/2024 13:16,7/30/2024 6:02
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/6/2024 13:50,7/14/2024 6:00
I've got a problem!,I need my Trainingland Account to be created,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/6/2024 14:13,7/14/2024 6:00
I've got a problem!,I need my Trainingland Account to be created,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/6/2024 14:17,7/14/2024 6:00
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/6/2024 15:39,7/14/2024 6:00
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/6/2024 23:17,7/14/2024 6:00
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/8/2024 0:29,7/17/2024 8:09
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/8/2024 3:23,7/14/2024 6:00
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/8/2024 7:57,7/30/2024 6:02
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/8/2024 13:58,7/15/2024 6:02
Email request,,,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/8/2024 15:48,7/15/2024 1:00
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/8/2024 19:17,7/15/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/9/2024 5:36,7/30/2024 6:02
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/9/2024 7:26,7/15/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/9/2024 13:20,7/30/2024 6:02
I've got a problem!,I'm having an issue in Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/9/2024 13:35,7/16/2024 6:01
I've got a problem!,I need my Trainingland Account to be created,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/9/2024 14:40,7/16/2024 1:03
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/9/2024 18:14,7/16/2024 6:01
I've got a problem!,I can't login to Trainingland,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/9/2024 23:05,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/9/2024 23:42,7/16/2024 6:01
I've got a problem!,I need my Trainingland Account to be created,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 8:01,7/30/2024 6:02
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 9:18,7/10/2024 16:27
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 10:07,7/30/2024 6:02
I've got a problem!,I'd like to retake a module/the course,DHIS2 Events Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 11:27,7/16/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 11:46,7/30/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 12:52,7/16/2024 6:01
I've got a problem!,My Issue isn't listed here,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 12:55,7/24/2024 10:26
I've got a problem!,I need my Trainingland Account to be created,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 13:04,7/16/2024 6:01
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 13:38,7/23/2024 23:01
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 13:41,7/16/2024 8:06
I've got a problem!,I'm having an issue with a particular question or module in a course,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 13:51,8/6/2024 9:04
I've got a problem!,I'm having an issue with my certificate,IntroducciÃ³n a DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/10/2024 15:35,7/16/2024 6:01
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/10/2024 16:58,7/30/2024 6:02
I've got a problem!,I'd like to retake a module/the course,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/11/2024 8:56,7/21/2024 6:01
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/11/2024 9:07,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/11/2024 9:11,7/21/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/11/2024 11:40,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/11/2024 13:17,7/15/2024 16:03
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/11/2024 16:51,7/20/2024 1:02
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/11/2024 22:24,7/21/2024 6:01
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/12/2024 6:57,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/12/2024 9:51,7/21/2024 6:01
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/12/2024 11:11,7/24/2024 0:15
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/12/2024 14:26,7/21/2024 6:01
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/12/2024 15:28,7/21/2024 1:01
