Issue Type,Category,Course Name,Assignee,Assignee Id,Status,Created,Updated
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/12/2024 16:29,7/22/2024 6:01
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/12/2024 17:22,7/23/2024 21:31
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/12/2024 17:24,7/21/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/12/2024 19:17,7/30/2024 6:02
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/12/2024 20:59,7/15/2024 14:01
I've got a problem!,I can't enroll on a course,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/13/2024 10:59,7/30/2024 6:02
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/13/2024 11:53,7/19/2024 5:39
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/13/2024 13:32,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/13/2024 19:02,7/21/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/13/2024 19:26,7/23/2024 20:23
I've got a problem!,I'm having an issue with a particular question or module in a course,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/14/2024 3:59,7/21/2024 6:01
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/14/2024 11:09,7/23/2024 20:22
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/14/2024 13:47,7/21/2024 6:01
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/14/2024 15:06,7/23/2024 20:19
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/14/2024 21:30,7/22/2024 5:32
I've got a problem!,I need my Trainingland Account to be created,Les fondamentaux de DHIS2 ÃvÃ©nements,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/15/2024 2:58,7/30/2024 6:02
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/15/2024 8:57,7/21/2024 6:01
I've got a problem!,My Issue isn't listed here,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/15/2024 10:39,7/31/2024 1:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/15/2024 14:52,7/16/2024 17:29
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/15/2024 20:17,7/23/2024 21:21
I've got a problem!,I can't enroll on a course,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/16/2024 8:24,7/22/2024 6:01
I've got a problem!,"The ""Grade me!"" button isn't working",DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/16/2024 12:06,7/30/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/16/2024 18:26,7/18/2024 5:22
I've got a problem!,I'm having an issue with a particular question or module in a course,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/16/2024 20:33,7/29/2024 6:02
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/16/2024 22:04,7/23/2024 6:01
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/17/2024 2:14,7/29/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/17/2024 6:20,7/24/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/17/2024 8:16,7/23/2024 10:46
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/17/2024 8:50,7/19/2024 5:39
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/17/2024 10:52,7/29/2024 6:02
I've got a problem!,I can't login to Trainingland,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/18/2024 0:03,7/25/2024 9:24
I've got a problem!,My Issue isn't listed here,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/18/2024 5:58,7/23/2024 10:56
I've got a problem!,"The ""Grade me!"" button isn't working",Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/18/2024 13:37,7/25/2024 6:02
I've got a problem!,I'm having an issue in Trainingland,Les fondamentaux de DHIS2 ÃvÃ©nements,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/18/2024 13:57,7/28/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/18/2024 20:04,7/20/2024 15:10
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/18/2024 21:43,7/22/2024 15:29
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/19/2024 12:06,7/26/2024 6:00
I've got a problem!,My Issue isn't listed here,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/19/2024 13:26,7/22/2024 15:23
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/19/2024 14:41,7/23/2024 15:39
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/19/2024 15:52,7/28/2024 6:01
I've got a problem!,I'm having an issue with a particular question or module in a course,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/19/2024 15:54,7/29/2024 6:02
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/19/2024 16:58,7/28/2024 6:01
I've got a problem!,"The ""Grade me!"" button isn't working",Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/19/2024 17:05,7/26/2024 6:00
I've got a problem!,I can't login to Trainingland,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/19/2024 17:28,7/28/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/20/2024 0:54,7/26/2024 6:00
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/20/2024 16:46,7/22/2024 15:24
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/20/2024 16:53,7/28/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/20/2024 22:35,7/28/2024 6:01
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/21/2024 5:35,7/28/2024 6:01
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/21/2024 9:55,7/28/2024 6:01
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/21/2024 20:50,7/28/2024 6:01
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/21/2024 20:56,7/28/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/22/2024 0:23,7/28/2024 6:01
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/22/2024 10:39,7/24/2024 14:56
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/22/2024 12:00,7/28/2024 6:01
Email request,,,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Cancelled,7/22/2024 16:52,7/23/2024 15:31
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/23/2024 13:25,7/25/2024 10:33
I've got a problem!,My Issue isn't listed here,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/23/2024 14:38,7/23/2024 21:56
I've got a problem!,My Issue isn't listed here,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/23/2024 14:57,7/23/2024 17:04
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/23/2024 15:08,7/23/2024 16:33
I've got a problem!,"The ""Grade me!"" button isn't working",Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/23/2024 18:44,7/30/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/23/2024 19:55,7/30/2024 6:02
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/23/2024 20:31,7/30/2024 6:02
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/23/2024 20:38,7/24/2024 10:46
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/23/2024 21:12,7/30/2024 6:02
I've got a problem!,I'm having an issue in Trainingland,DHIS2 Events Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/24/2024 6:47,7/30/2024 6:50
I've got a problem!,"The ""Grade me!"" button isn't working",DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/24/2024 10:48,8/1/2024 8:10
I've got a problem!,My Issue isn't listed here,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/24/2024 11:13,7/25/2024 9:03
I've got a problem!,My Issue isn't listed here,Other,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/24/2024 12:11,7/25/2024 10:24
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/24/2024 14:23,7/25/2024 10:31
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/24/2024 14:33,7/31/2024 6:01
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/24/2024 15:21,7/26/2024 7:41
Email request,,,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/24/2024 17:26,7/31/2024 1:02
I've got a problem!,I can't enroll on a course,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/24/2024 21:40,7/31/2024 6:01
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/24/2024 23:15,7/27/2024 0:37
I've got a problem!,I'm having an issue in Trainingland,Aggregate Customization Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/25/2024 4:14,7/31/2024 19:33
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/25/2024 10:23,7/27/2024 9:43
I've got a problem!,My Issue isn't listed here,Les fondamentaux de DHIS2 ÃvÃ©nements,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/25/2024 13:53,7/29/2024 10:22
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/25/2024 14:53,7/26/2024 14:29
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/25/2024 15:19,7/30/2024 11:23
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/25/2024 15:30,7/26/2024 10:41
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/25/2024 16:23,7/31/2024 8:21
I've got a problem!,I'm having an issue in Trainingland,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/25/2024 18:13,7/30/2024 12:02
I've got a problem!,"The ""Grade me!"" button isn't working",Aggregate Customization Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/25/2024 19:52,7/30/2024 12:01
I've got a problem!,I can't login to Trainingland,Les fondamentaux de DHIS2 ÃvÃ©nements,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/25/2024 21:16,7/31/2024 0:08
I've got a problem!,My Issue isn't listed here,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 0:19,8/2/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Other,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/26/2024 1:58,7/29/2024 10:34
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/26/2024 8:26,8/6/2024 9:02
I've got a problem!,I can't login to Trainingland,Les fondamentaux de DHIS2 ÃvÃ©nements,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 8:59,8/4/2024 6:01
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/26/2024 9:47,7/26/2024 10:12
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/26/2024 10:58,8/6/2024 6:02
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 12:51,8/3/2024 6:00
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/26/2024 12:54,7/30/2024 23:37
I've got a problem!,I can't login to Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/26/2024 13:25,8/6/2024 6:02
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 14:37,8/2/2024 6:01
I've got a problem!,"The ""Grade me!"" button isn't working",Aggregate Customization Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/26/2024 14:48,7/29/2024 10:48
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/26/2024 16:54,8/4/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 17:41,7/29/2024 9:13
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/26/2024 17:42,8/4/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Other,Simona Sekerova,5f1562eb9e8ba30016f0da69,Duplicate,7/26/2024 18:13,8/6/2024 5:17
I've got a problem!,My Issue isn't listed here,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/26/2024 21:05,8/2/2024 6:01
I've got a problem!,I'm having an issue with a particular question or module in a course,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/26/2024 23:25,8/6/2024 8:38
I've got a problem!,I'm having an issue with a particular question or module in a course,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/27/2024 13:20,7/31/2024 19:32
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 0:03,8/4/2024 6:01
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/28/2024 0:06,7/30/2024 8:32
I've got a problem!,My Issue isn't listed here,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 1:49,8/1/2024 15:41
I've got a problem!,My Issue isn't listed here,Data Quality Level 2 Academy,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 1:50,7/29/2024 9:53
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction Ã  DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/28/2024 6:24,7/29/2024 10:38
I've got a problem!,I can't login to Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/28/2024 6:25,7/29/2024 10:23
I've got a problem!,I can't login to Trainingland,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 7:40,7/30/2024 11:22
I've got a problem!,I'm having an issue in Trainingland,DHIS2 Events Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/28/2024 11:49,8/5/2024 6:01
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Analysis Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/28/2024 12:44,8/1/2024 23:53
I've got a problem!,I'd like to retake a module/the course,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 17:05,8/4/2024 6:01
I've got a problem!,I'm having an issue with a particular question or module in a course,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/28/2024 17:19,8/7/2024 6:05
I've got a problem!,I need my Trainingland Account to be created,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/29/2024 0:38,8/1/2024 1:57
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/29/2024 12:56,8/5/2024 6:01
I've got a problem!,My Issue isn't listed here,Other,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/29/2024 14:43,8/6/2024 8:30
I've got a problem!,I can't login to Trainingland,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/29/2024 15:02,8/6/2024 6:02
I've got a problem!,My Issue isn't listed here,Introduction to DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/29/2024 17:12,8/5/2024 6:01
I've got a problem!,I'm having an issue with my certificate,Other,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/29/2024 19:01,7/30/2024 9:00
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/29/2024 19:26,8/6/2024 6:02
I've got a problem!,I'm having an issue in Trainingland,Introduction Ã  DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 0:06,8/1/2024 1:57
I've got a problem!,I'm having an issue in Trainingland,Other,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/30/2024 1:50,7/30/2024 9:03
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/30/2024 9:10,8/6/2024 6:02
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 10:30,8/6/2024 6:02
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/30/2024 11:35,7/31/2024 8:57
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/30/2024 11:36,7/30/2024 23:57
I've got a problem!,I need my Trainingland Account to be created,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 12:23,8/5/2024 6:01
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Capture and Validation Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/30/2024 13:09,8/5/2024 10:22
I've got a problem!,My Issue isn't listed here,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/30/2024 15:04,7/30/2024 23:55
I've got a problem!,I'm having an issue with my certificate,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 17:40,8/8/2024 9:58
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/30/2024 18:09,7/31/2024 9:24
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Introduction to DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/30/2024 18:38,8/6/2024 6:02
I've got a problem!,My Issue isn't listed here,Les principes fondamentaux de DHIS2,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 19:35,8/6/2024 6:02
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/30/2024 22:02,7/31/2024 9:14
I've got a problem!,I can't login to Trainingland,Introduction Ã  DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/30/2024 22:34,7/31/2024 14:40
I've got a problem!,My Issue isn't listed here,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/30/2024 23:05,8/6/2024 6:02
I've got a problem!,I can't enroll on a course,Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/31/2024 1:47,7/31/2024 9:17
I've got a problem!,I'm having an issue in Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/31/2024 5:12,8/6/2024 6:02
I've got a problem!,My Issue isn't listed here,Aggregate Customization Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/31/2024 8:45,8/6/2024 6:02
I've got a problem!,I'd like to retake a module/the course,DHIS2 Events Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,7/31/2024 10:19,7/31/2024 11:06
I've got a problem!,I'm having an issue in Trainingland,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,7/31/2024 13:27,7/31/2024 19:38
I've got a problem!,My Issue isn't listed here,Other,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,7/31/2024 19:03,8/7/2024 10:10
I've got a problem!,I need my Trainingland Account to be created,Les principes fondamentaux de DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,8/1/2024 9:52,8/7/2024 23:26
I've got a problem!,I'm having an issue in Trainingland,DHIS2 Events Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,8/1/2024 21:52,8/12/2024 6:00
I've got a problem!,My Issue isn't listed here,DHIS2 Events Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,8/2/2024 13:46,8/8/2024 9:06
I've got a problem!,My Issue isn't listed here,DHIS2 Events Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,8/2/2024 13:57,8/5/2024 12:02
I've got a problem!,I can't login to Trainingland,Aggregate Data Capture and Validation Fundamentals,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,8/2/2024 19:29,8/5/2024 16:59
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,8/3/2024 7:23,8/11/2024 6:02
I've got a problem!,I'm having an issue with my certificate,Aggregate Data Analysis Fundamentals,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Duplicate,8/3/2024 8:31,8/7/2024 8:25
I've got a problem!,I can't remember my DHIS2 Academy Username and/or Password,Les principes fondamentaux de DHIS2,Simona Sekerova,5f1562eb9e8ba30016f0da69,Done,8/3/2024 9:00,8/5/2024 16:54
I've got a problem!,I'd like to retake a module/the course,Aggregate Data Analysis Fundamentals,Al-Gassim Sharaf Addin,6087c935543264006846ebd1,Done,8/3/2024 11:22,8/11/2024 6:02
I've got a problem!,"I've finished the course, but it isn't reflected in my course grade",Introduction to DHIS2,Grant Chapman-Clarke,5ef5e77049ee4d0abc47f2df,Done,8/3/2024 12:26,8/5/2024 9:12
